아파트 이름,건축 연도,거래 연도,거래 월,거래 일,보증금(만원),월세(만원),전용 면적(㎡),층수,법정동명
동양크레오아파트,2004,2015,7,20,"27,000",0,84.9696,5,방학동
주공17단지,1989,2015,7,26,"1,000",45,36.34,9,창동
창동주공3단지(해등마을),1990,2015,7,20,"17,000",0,49.94,6,창동
삼성래미안,1992,2015,7,30,"21,500",25,84.87,5,창동
삼환도봉,1987,2015,7,23,"19,000",0,73.89,13,도봉동
럭키,1992,2015,7,21,"22,000",0,84.86,7,도봉동
동도센트리움,2009,2015,7,22,"32,000",0,79.389,12,창동
북한산아이파크5차,2004,2015,7,15,"36,000",40,119.1731,4,창동
창동주공3단지(해등마을),1990,2015,8,29,"20,000",0,58.01,4,창동
삼성래미안,1992,2015,8,19,"5,000",80,66.48,3,창동
삼성래미안,1992,2015,8,8,"20,000",30,84.87,21,창동
한양1,1986,2015,8,20,"21,000",0,66.33,13,쌍문동
창동주공18단지,1988,2015,8,22,"3,000",0,45.9,3,창동
벽산아파트1,1991,2015,8,13,"2,000",58,52.36,13,방학동
동아청솔,1997,2015,8,21,"36,000",0,84.97,23,창동
주공17단지,1989,2015,8,29,"9,000",0,36.16,11,창동
창동신도브래뉴1차,2003,2015,8,11,"30,000",50,121.852,1,창동
창동주공4단지,1991,2015,8,29,"14,500",0,49.94,6,창동
한신,1995,2015,9,21,"22,000",0,84.94,8,도봉동
신동아아파트1,1986,2015,9,16,"24,000",0,84.87,5,방학동
럭키,1992,2015,9,15,"25,000",0,84.86,4,도봉동
주공17단지,1989,2015,9,21,"11,500",0,36.16,8,창동
동아,1988,2015,9,5,"27,000",0,89.45,13,창동
신창,1998,2015,9,18,"12,000",0,39.6,3,창동
주공17단지,1989,2015,9,10,"17,000",0,49.94,10,창동
창동주공3단지(해등마을),1990,2015,9,19,"1,000",55,41.3,13,창동
한신,1995,2015,9,22,"25,500",0,84.94,3,도봉동
대우파크힐(쌍문동이안),2004,2015,9,24,"34,000",0,84.955,5,쌍문동
래미안도봉,2005,2015,10,26,"32,000",0,84.55,6,도봉동
금호1,1990,2015,10,21,"13,000",0,36.36,10,쌍문동
상아2차아파트,1988,2015,10,31,"20,000",0,58.59,8,창동
현대성우,1998,2015,10,28,"20,000",0,59.04,8,도봉동
대상타운현대아파트,2001,2015,10,12,"35,000",0,84.78,23,방학동
주공19단지(창동리버타운),1988,2015,10,29,"4,000",70,68.86,9,창동
신동아아파트1,1986,2015,10,2,"13,800",0,43.35,7,방학동
동아청솔,1997,2015,10,29,"23,000",0,59.76,2,창동
대우,1995,2015,10,8,"21,000",35,84.88,6,창동
대상타운현대아파트,2001,2015,10,8,"38,000",0,84.78,9,방학동
창동주공4단지,1991,2015,11,25,500,50,41.3,1,창동
창동주공2단지,1990,2015,11,4,"19,000",0,49.94,4,창동
벽산아파트1,1991,2015,11,30,"2,000",65,52.36,12,방학동
창동주공4단지,1991,2015,11,24,"3,000",45,41.3,7,창동
우성아파트1,1992,2015,11,30,"16,500",0,51.91,3,방학동
쌍문동삼성래미안,2002,2015,11,25,"28,000",0,84.9383,4,쌍문동
한양5,1991,2015,11,25,"23,000",0,76.405,5,쌍문동
대상타운현대아파트,2001,2015,11,24,"46,000",0,164.15,4,방학동
신동아아파트1,1986,2015,11,21,"20,500",0,62.22,4,방학동
동아청솔,1997,2015,11,18,"26,000",0,59.76,9,창동
창동신도브래뉴1차,2003,2015,12,15,"23,000",0,84.989,9,창동
도봉파크빌2,2002,2015,12,1,"30,000",0,84.163,8,도봉동
한양1,1986,2015,12,26,"26,000",0,79.2,8,쌍문동
북한산아이파크5차,2004,2015,12,9,"47,000",0,119.1731,2,창동
창동신도브래뉴1차,2003,2015,12,11,"38,000",0,84.989,5,창동
청구아파트,1994,2015,12,2,"26,000",0,84.97,4,방학동
창동주공18단지,1988,2015,12,9,"1,000",40,32.34,12,창동
럭키,1992,2015,12,14,"25,000",0,84.86,15,도봉동
서울가든,1987,2015,12,3,"22,000",0,75.33,5,도봉동
주공19단지(창동리버타운),1988,2015,12,31,"19,500",0,59.39,11,창동
서원,1996,2016,2,27,"17,000",0,49.14,13,도봉동
창동주공1단지,1990,2016,2,23,"10,000",35,58.01,15,창동
서원,1996,2016,2,20,"17,000",0,49.77,1,도봉동
창동주공4단지,1991,2016,2,27,"1,000",45,36.34,6,창동
대우파크힐(쌍문동이안),2004,2016,2,1,"33,000",0,84.955,6,쌍문동
주공17단지,1989,2016,2,19,"1,000",43,36.16,14,창동
신동아아파트1,1986,2016,2,22,"19,000",0,62.22,7,방학동
대상타운현대아파트,2001,2016,2,29,"38,000",0,84.78,18,방학동
한양2,1988,2016,2,22,"2,500",55,48.96,8,쌍문동
상아2차아파트,1988,2016,2,2,"21,000",0,58.59,5,창동
한양5,1991,2016,3,10,"30,000",0,121.295,15,쌍문동
서원,1996,2016,3,26,"18,000",0,49.77,14,도봉동
주공17단지,1989,2016,3,29,"12,000",0,36.16,3,창동
서원,1996,2016,3,10,"6,000",20,49.77,14,도봉동
창동주공3단지(해등마을),1990,2016,3,27,"5,700",30,49.94,6,창동
창동주공4단지,1991,2016,3,20,"5,000",23,36.16,3,창동
우성아파트2,1993,2016,3,24,"26,000",0,84.98,9,방학동
창동주공18단지,1988,2016,3,19,"25,000",0,71.89,5,창동
삼익세라믹아파트,1988,2016,3,19,"5,000",50,58.77,1,방학동
쌍용,1997,2016,3,3,"40,000",0,135,1,창동
창동주공2단지,1990,2016,4,20,"14,500",0,41.3,6,창동
창동주공4단지,1991,2016,4,30,"14,500",0,41.3,5,창동
유원도봉,1990,2016,4,26,"5,000",70,84.93,3,도봉동
동아청솔,1997,2016,4,28,"25,000",0,59.96,6,창동
창동주공18단지,1988,2016,4,28,"15,000",0,45.9,7,창동
창동주공4단지,1991,2016,4,23,"13,000",0,41.3,8,창동
대림e-편한세상,2003,2016,4,22,"36,000",0,84.976,6,창동
창동주공3단지(해등마을),1990,2016,4,29,"30,000",0,79.07,15,창동
한화성원아파트,1996,2016,4,20,"19,000",0,59.88,3,방학동
창동주공18단지,1988,2016,4,30,"3,000",40,45.9,8,창동
쌍문동삼성래미안,2002,2016,5,9,"28,000",0,59.9899,4,쌍문동
삼성래미안,1992,2016,5,21,"20,000",50,84.87,7,창동
창동2차현대,2001,2016,5,20,"38,000",0,95.633,23,창동
북한산아이파크5차,2004,2016,5,20,"47,000",0,119.1731,18,창동
주공19단지(창동리버타운),1988,2016,5,19,"18,000",0,60.5,2,창동
한양1,1986,2016,5,11,"23,000",0,66.33,12,쌍문동
한양1,1986,2016,5,26,"5,000",80,79.2,12,쌍문동
동아청솔,1997,2016,5,26,"36,500",0,84.97,8,창동
태영데시앙,2003,2016,5,3,"25,000",45,84.995,18,창동
성원상떼빌,2001,2016,5,13,"35,000",0,84.99,7,창동
창동현대타운,1999,2016,6,28,"18,000",0,57.93,10,창동
신창,1998,2016,6,16,"10,000",25,49.77,14,창동
신동아아파트1,1986,2016,6,27,"22,000",0,70.62,2,방학동
상아1차아파트,1987,2016,6,24,"12,000",43,84.99,6,창동
창동주공4단지,1991,2016,6,25,"18,000",0,49.94,4,창동
이에스에이아파트1,2003,2016,6,30,"30,000",30,126.97,19,방학동
현대조합,2000,2016,6,27,"28,000",0,84.21,13,창동
창동주공3단지(해등마을),1990,2016,6,21,"15,000",20,49.94,2,창동
삼성래미안,1992,2016,6,13,"29,000",0,84.87,10,창동
삼익세라믹,1988,2016,6,29,"19,000",0,58.77,7,쌍문동
창동주공3단지(해등마을),1990,2016,7,2,"15,500",0,41.3,6,창동
한양1,1986,2016,7,26,"9,000",40,50.58,8,쌍문동
창동주공1단지,1990,2016,7,12,"9,000",35,59.39,13,창동
상아1차아파트,1987,2016,7,12,"11,000",30,58.59,5,창동
동아청솔,1997,2016,7,28,"23,000",0,59.76,13,창동
창동주공3단지(해등마을),1990,2016,7,29,"12,000",30,58.01,12,창동
성원,1989,2016,7,21,"20,000",20,84.98,12,쌍문동
경남,1988,2016,7,13,"13,500",0,44.5,3,쌍문동
도봉파크빌3,2002,2016,7,13,"15,000",45,84.354,3,도봉동
한화성원아파트,1996,2016,7,27,"3,000",60,59.88,11,방학동
창동주공18단지,1988,2016,8,26,"14,500",0,41.34,14,창동
브라운스톤쌍문,2006,2016,8,25,"35,000",0,84.9715,8,쌍문동
한양6,2002,2016,8,22,"30,000",0,83.86,10,쌍문동
브라운스톤방학아파트,2003,2016,8,20,"25,000",0,84.9,15,방학동
상아1차아파트,1987,2016,8,10,"20,000",0,58.59,2,창동
미라보,1995,2016,8,12,"21,000",0,59.96,15,쌍문동
신동아아파트1,1986,2016,8,30,"33,000",0,112.49,6,방학동
창동주공2단지,1990,2016,8,31,"9,000",10,36.16,10,창동
주공17단지,1989,2016,8,24,"16,000",0,49.94,9,창동
신동아아파트1,1986,2016,8,24,"13,000",0,43.35,8,방학동
창동주공3단지(해등마을),1990,2016,9,19,"38,000",0,79.07,1,창동
상아2차아파트,1988,2016,9,27,"22,000",0,58.59,1,창동
동아청솔,1997,2016,9,30,"29,000",0,84.97,2,창동
한양5,1991,2016,9,12,"22,000",0,65.37,12,쌍문동
신동아아파트1,1986,2016,9,13,"20,000",0,62.22,2,방학동
대원그린아파트,1987,2016,9,29,"17,000",0,53.7,6,방학동
상아2차아파트,1988,2016,9,26,"16,000",0,45.54,2,창동
한화성원아파트,1996,2016,9,3,"2,000",70,59.88,8,방학동
상아1차아파트,1987,2016,9,5,"15,000",50,69.03,9,창동
신창,1998,2016,9,24,"11,000",0,49.77,12,창동
주공17단지,1989,2016,10,10,"6,000",15,36.16,15,창동
창동주공18단지,1988,2016,10,27,"3,000",40,45.9,12,창동
청구아파트,1994,2016,10,21,"3,000",100,84.97,7,방학동
주공17단지,1989,2016,10,12,"1,000",40,36.34,5,창동
동아청솔,1997,2016,10,15,"37,000",0,84.97,5,창동
한신,1995,2016,10,25,"28,500",0,84.94,6,도봉동
창동주공3단지(해등마을),1990,2016,10,31,"22,000",0,61.52,14,창동
창동주공2단지,1990,2016,10,26,"3,000",45,41.3,6,창동
쌍문동삼성래미안,2002,2016,10,7,"11,000",50,59.9899,10,쌍문동
한신,1995,2016,10,7,"28,000",0,84.94,16,도봉동
창동주공1단지,1990,2016,11,8,"10,000",0,41.3,15,창동
삼익세라믹,1988,2016,11,19,"2,000",45,42.93,3,쌍문동
동도센트리움,2009,2016,11,30,"20,000",40,80.822,3,창동
창동주공3단지(해등마을),1990,2016,11,7,"10,000",30,49.94,12,창동
동아청솔,1997,2016,11,30,"25,000",0,59.76,2,창동
북한산아이파크5차,2004,2016,11,2,"42,000",0,84.4516,7,창동
한신,1995,2016,11,8,"25,000",0,84.94,16,도봉동
대우,1995,2016,11,21,"24,000",0,59.86,2,창동
삼성래미안,1992,2016,11,24,"33,000",0,84.87,19,창동
삼익세라믹,1988,2016,11,17,"2,000",45,40.11,11,쌍문동
럭키,1992,2016,12,12,"21,000",0,84.86,1,도봉동
삼익세라믹,1988,2016,12,20,"18,000",0,58.77,2,쌍문동
서원,1996,2016,12,21,619,8,23.53,8,도봉동
동아청솔,1997,2016,12,1,"33,000",0,84.97,1,창동
창동주공2단지,1990,2016,12,3,"16,000",0,45.55,9,창동
쌍용,1997,2016,12,27,"36,000",0,84.76,6,창동
청구아파트,1994,2016,12,9,"29,000",0,84.97,11,방학동
한신,1995,2016,12,28,"27,000",0,84.94,4,도봉동
태영데시앙,2003,2016,12,6,"37,000",0,84.995,17,창동
한양6,2002,2016,12,6,"28,000",0,83.86,14,쌍문동
동아청솔,1997,2017,2,8,"26,000",0,59.76,15,창동
창동주공3단지(해등마을),1990,2017,2,10,"20,000",0,49.94,11,창동
서울가든,1987,2017,2,14,"19,500",20,75.33,12,도봉동
한신,1995,2017,2,25,"28,000",0,84.94,8,도봉동
삼익세라믹아파트,1988,2017,2,16,"18,500",0,58.77,3,방학동
서울가든,1987,2017,2,16,"22,000",0,75.33,8,도봉동
삼성래미안,1992,2017,2,23,"27,000",0,66.48,16,창동
신동아아파트1,1986,2017,2,22,"15,000",0,53.16,4,방학동
창동주공18단지,1988,2017,2,16,"21,000",0,71.89,3,창동
상아1차아파트,1987,2017,2,18,"20,500",0,58.59,7,창동
서원,1996,2017,3,25,"18,000",0,49.77,13,도봉동
서원,1996,2017,3,11,"10,000",0,40.02,3,도봉동
한양7,1993,2017,3,24,"27,000",0,84.92,4,쌍문동
주공19단지(창동리버타운),1988,2017,3,3,"30,000",0,99.75,12,창동
우암쎈스뷰아파트,2003,2017,3,1,"25,000",0,84.2,15,방학동
동아청솔,1997,2017,3,10,"32,000",0,84.97,1,창동
대상타운현대아파트,2001,2017,3,4,"30,000",0,60,13,방학동
벽산아파트1,1991,2017,3,29,"17,000",0,52.36,10,방학동
성원아파트,1996,2017,3,27,"27,000",0,84.54,14,방학동
창동주공18단지,1988,2017,3,23,"14,000",0,45.77,7,창동
한양1,1986,2017,4,12,"24,000",0,66.33,12,쌍문동
창동주공3단지(해등마을),1990,2017,4,3,"4,000",40,41.3,6,창동
창동주공3단지(해등마을),1990,2017,4,25,"22,000",0,61.52,9,창동
주공17단지,1989,2017,4,13,"3,000",33,36.34,8,창동
동아에코빌,2003,2017,4,8,"30,000",0,84.967,8,도봉동
창동주공18단지,1988,2017,4,26,"20,000",0,59.39,6,창동
동아청솔,1997,2017,4,22,"26,000",0,59.96,13,창동
북한산아이파크5차,2004,2017,4,29,"42,000",0,84.4516,15,창동
북한산한신휴플러스,2007,2017,4,20,"42,000",0,111.2248,9,창동
창동주공1단지,1990,2017,4,21,"20,000",0,49.94,15,창동
신창,1998,2017,5,13,"15,000",0,49.77,8,창동
주공17단지,1989,2017,5,20,"10,000",0,36.16,13,창동
극동아파트,1996,2017,5,20,"22,000",0,59.92,2,쌍문동
주공17단지,1989,2017,5,29,"13,000",0,41.3,10,창동
성원아파트,1996,2017,5,20,"17,000",0,59.94,7,방학동
삼성래미안,1992,2017,5,31,"30,000",0,73.92,10,창동
우성아파트1,1992,2017,5,26,"25,000",0,83.85,4,방학동
우성아파트1,1992,2017,5,20,"24,000",0,83.85,11,방학동
대동,1999,2017,5,18,"18,000",0,59.76,2,창동
한양1,1986,2017,5,8,"18,000",0,50.58,7,쌍문동
주공19단지(창동리버타운),1988,2017,6,12,"25,000",0,66.56,10,창동
우성아파트2,1993,2017,6,19,"30,000",0,84.98,8,방학동
동아그린,1996,2017,6,19,"31,500",0,84.94,17,창동
동아청솔,1997,2017,6,15,"24,000",0,59.445,1,창동
서원,1996,2017,6,27,"18,000",0,49.77,14,도봉동
서울가든,1987,2017,6,10,"20,000",0,75.33,3,도봉동
쌍용,1997,2017,6,6,"43,000",0,135,4,창동
신동아,2003,2017,6,23,"18,000",0,66.43,4,쌍문동
대상타운현대아파트,2001,2017,6,13,"45,000",0,133.97,5,방학동
동아,1988,2017,6,17,"30,000",0,89.45,15,창동
창동주공3단지(해등마을),1990,2017,7,10,"19,000",0,49.94,7,창동
주공19단지(창동리버타운),1988,2017,7,13,"18,000",0,60.5,3,창동
삼성래미안,1992,2017,7,29,"31,000",0,84.87,6,창동
신동아아파트2,1992,2017,7,19,"25,000",0,84.86,14,방학동
한신,1995,2017,7,8,"12,000",40,84.94,2,도봉동
삼성래미안,1992,2017,7,12,"5,000",100,84.87,18,창동
미소애,2005,2017,7,13,"18,000",0,45.466,8,창동
현대1,1990,2017,7,15,"18,500",0,56.7,13,쌍문동
주공17단지,1989,2017,7,11,"11,000",0,36.16,14,창동
서울가든,1992,2017,7,20,"24,500",0,177.33,1,창동
동아청솔,1997,2017,8,15,"31,000",0,84.97,24,창동
창동주공3단지(해등마을),1990,2017,8,10,"23,000",0,58.01,15,창동
서광,1999,2017,8,16,809,14,24.91,6,도봉동
삼성래미안,1992,2017,8,21,"33,000",0,84.87,11,창동
방학동삼성래미안1,2002,2017,8,25,"45,000",0,118.381,7,방학동
부흥아파트,2003,2017,8,16,"16,000",0,65.13,4,방학동
신동아아파트1,1986,2017,8,10,"37,000",0,112.49,4,방학동
서원,1996,2017,8,9,"17,000",0,59.76,18,도봉동
창동한승미메이드,2004,2017,8,18,"30,000",0,84.6865,3,창동
동아청솔,1997,2017,8,22,"26,700",0,59.96,18,창동
동아청솔,1997,2017,9,13,"16,000",30,59.96,18,창동
삼익세라믹,1988,2017,9,13,"14,000",0,42.93,7,쌍문동
신창,1998,2017,9,7,"2,000",60,49.77,5,창동
북한산월드메르디앙,2005,2017,9,28,"28,000",0,70.71,10,쌍문동
북한산아이파크5차,2004,2017,9,20,"60,000",0,165.1717,9,창동
신동아아파트1,1986,2017,9,22,"14,500",0,43.35,2,방학동
우암쎈스뷰아파트,2003,2017,9,14,"29,000",0,67.971,3,방학동
쌍용,1997,2017,9,16,"36,000",0,84.76,6,창동
창동주공2단지,1990,2017,9,14,"10,000",0,49.94,13,창동
신창,1998,2017,9,5,"1,000",38,49.14,14,창동
창동주공4단지,1991,2017,10,21,"15,000",0,41.3,8,창동
주공17단지,1989,2017,10,13,"11,000",0,36.16,3,창동
쌍용,1997,2017,10,20,"36,000",0,84.76,6,창동
동아청솔,1997,2017,10,17,"25,000",0,59.76,4,창동
주공19단지(창동리버타운),1988,2017,10,30,"21,500",0,59.39,12,창동
주공17단지,1989,2017,10,30,"16,000",0,49.94,6,창동
서원,1996,2017,10,10,"14,000",20,59.51,16,도봉동
청구아파트,1994,2017,10,12,"28,000",0,84.97,7,방학동
도봉파크빌3,2002,2017,10,24,"29,500",0,84.354,18,도봉동
동아,1988,2017,10,21,"33,000",0,88.23,13,창동
한양1,1986,2017,11,29,"23,000",0,66.33,11,쌍문동
우암쎈스뷰아파트,2003,2017,11,30,"25,000",0,67.971,15,방학동
방학동삼성래미안1,2002,2017,11,18,"25,000",50,84.937,10,방학동
방학동삼성래미안1,2002,2017,11,18,"25,000",50,84.937,10,방학동
한신,1995,2017,11,30,"27,000",0,84.94,14,도봉동
쌍용,1997,2017,11,27,"10,000",60,59.88,12,창동
삼성래미안,1992,2017,11,28,"31,000",0,84.87,13,창동
창동신도브래뉴1차,2003,2017,11,7,"39,000",0,84.989,4,창동
주공19단지(창동리버타운),1988,2017,11,20,"18,000",0,60.5,12,창동
동아청솔,1997,2017,11,18,"26,000",0,59.76,23,창동
서원,1996,2017,12,2,"17,000",0,49.77,12,도봉동
창동주공3단지(해등마을),1990,2017,12,30,"27,000",0,66.56,8,창동
주공17단지,1989,2017,12,12,500,47,36.34,4,창동
부영팰리스,2002,2017,12,18,"23,000",0,81.15,3,방학동
창동주공3단지(해등마을),1990,2017,12,30,"18,000",0,49.94,2,창동
쌍문금용,1995,2017,12,16,"24,000",0,82.26,11,쌍문동
태영데시앙,2003,2017,12,28,"25,000",50,84.995,5,창동
대우,1995,2017,12,31,"25,500",0,59.86,1,창동
성원상떼빌,2001,2017,12,30,"27,000",0,59.75,5,창동
한양2,1988,2017,12,19,"10,000",0,28.71,13,쌍문동
서원,1996,2018,2,24,"3,500",50,49.77,7,도봉동
서원,1996,2018,2,28,"16,000",0,49.77,5,도봉동
삼성래미안,1992,2018,2,13,"28,000",0,66.48,15,창동
창동주공4단지,1991,2018,2,3,"12,000",0,41.3,5,창동
창동주공3단지(해등마을),1990,2018,2,23,"22,000",0,58.01,2,창동
주공19단지(창동리버타운),1988,2018,2,8,"20,500",0,60.5,9,창동
동아청솔,1997,2018,2,21,"12,000",43,59.96,18,창동
창동주공2단지,1990,2018,2,3,"20,000",0,49.94,8,창동
삼익세라믹아파트,1988,2018,2,2,"18,000",0,58.77,2,방학동
금호어울림,2004,2018,2,21,"52,000",0,152.09,11,창동
삼환도봉,1987,2018,3,22,"19,500",0,73.89,13,도봉동
성원상떼빌,2001,2018,3,5,"38,000",0,105.18,14,창동
서원,1996,2018,3,26,"16,000",0,49.77,3,도봉동
서원,1996,2018,3,19,"17,500",0,49.77,9,도봉동
성원105동,1998,2018,3,20,"28,000",0,115.41,6,방학동
창동주공4단지,1991,2018,3,28,"10,500",0,36.16,15,창동
서원,1996,2018,3,28,"16,500",0,49.77,3,도봉동
양우내안애,2005,2018,3,31,"30,000",0,84.92,9,도봉동
래미안도봉,2005,2018,3,10,"33,000",0,84.55,11,도봉동
서원,1996,2018,3,24,"18,000",0,49.77,5,도봉동
우성아파트1,1992,2018,4,20,"23,000",0,83.85,1,방학동
서원,1996,2018,4,30,"16,500",0,49.77,3,도봉동
성원상떼빌,2001,2018,4,3,"5,000",70,59.75,15,창동
송학휴스테이,2016,2018,4,18,"21,000",0,49.125,2,방학동
서원,1996,2018,4,10,"16,000",0,49.77,7,도봉동
주공17단지,1989,2018,4,20,"11,000",0,36.16,10,창동
신창,1998,2018,4,23,"17,000",0,49.77,2,창동
서원,1996,2018,4,11,"17,000",0,49.77,6,도봉동
창동주공4단지,1991,2018,4,23,"14,000",0,41.3,12,창동
서원,1996,2018,4,26,633,0,24.05,12,도봉동
한신,1995,2018,5,7,"25,000",0,84.94,17,도봉동
대상타운현대아파트,2001,2018,5,29,"10,000",100,84.78,19,방학동
동아청솔,1997,2018,5,9,"36,000",0,84.97,8,창동
래미안도봉,2005,2018,5,11,"27,000",0,59.52,2,도봉동
서원,1996,2018,5,29,"2,000",45,40.02,1,도봉동
대상타운현대아파트,2001,2018,5,14,"31,000",0,60,20,방학동
유원도봉,1990,2018,5,11,"27,000",0,84.93,2,도봉동
주공17단지,1989,2018,5,7,"12,000",0,36.16,9,창동
창동주공4단지,1991,2018,5,10,"19,000",0,49.94,10,창동
성원,1989,2018,5,31,"9,000",50,71.78,12,쌍문동
창동주공18단지,1988,2018,6,2,"14,000",0,41.34,11,창동
창동주공1단지,1990,2018,6,8,"18,000",0,49.94,7,창동
창동주공3단지(해등마을),1990,2018,6,8,"17,000",0,49.94,15,창동
쌍용,1997,2018,6,14,"29,000",0,59.88,14,창동
동아청솔,1997,2018,6,13,"25,000",0,59.445,4,창동
방학동삼성래미안1,2002,2018,6,13,"44,000",0,84.937,15,방학동
창동주공3단지(해등마을),1990,2018,6,16,"29,000",0,79.07,4,창동
삼환도봉,1987,2018,6,22,"22,000",0,73.89,15,도봉동
창동주공3단지(해등마을),1990,2018,6,7,"24,500",0,59.22,13,창동
한신,1995,2018,6,9,"28,000",0,84.94,2,도봉동
창동주공3단지(해등마을),1990,2018,7,6,"20,000",0,49.94,13,창동
동도센트리움,2009,2018,7,9,"34,000",0,80.822,14,창동
